TPSAB1
C3
FXYD2
COL4A2
ACSS2
YWHAG
MT1M
DERL3
CHI3L1
LAIR2
AK7
CDO1
PTPRU
SOD3
GC
SPRY1
PRG4
RBP7
CRISPLD2
GSTA1
S100P
LGALS2
TNFRSF4
MYOM2
SLC18A2
CD1E
AGT
APCS
ADAMTS4
PRF1
C9
TMSB10
GJA4
IGFBP1
CNTD2
GPNMB
PLA2G10
FN1
RGCC
RETN
KRT86
DUSP1
KRT18
IL33
C15ORF48
CERKL
CHRDL1
PLN
ADAMTS1
FAM167B
VPREB3
GJA5
ZNF788
EFEMP1
SORCS2
KRT81
CES1
COL13A1
CLEC10A
GPR173
MGST1
ANXA1
CTSS
MOGAT1
CCNO
DCXR
COL7A1
IL6
CD1C
AKR1C1
CYR61
THY1
HSP90AA1
TIMP3
UFSP1
THBS2
ZSCAN5A
CLEC9A
SLPI
FABP5
MUC13
NQO1
CTSW
TACC2
APOBEC3A
CYBA
FHAD1
CD1A
CP
CMC1
ADH4
NOXO1
AVL9
FDFT1
CD36
ZFP36L2
PPP1R14A
WNT5B
ID2
EMCN
ITGBL1
HLA-DQA2
CRTAM
CDC26
CTSE
HES1
ENG
SLC4A10
MUC6
PLAC9
ROR2
FBN2
MEST
PTN
TKTL1
CDH19
UGT2B15
HAL
EMX1
EVPL
EFHB
THBS1
SALL4
HSPB9
INMT
CADPS
CD63
TNF
COL14A1
RORB
SOX17
SLC5A1
MKRN3
NEIL3
FLT1
CLDN4
CXCR6
ACTB
PTPRC
CAV1
TIGIT
ICOS
NNMT
KCNJ11
GDF15
SFRP5
HSPG2
TNFRSF18
DNAAF1
CTSB
IGSF1
PSAP
EFCAB12
MT1X
ID1
FOXD2
FADS2
ADCY5
HOPX
PRELP
TMIGD2
INHBA
MMP3
LRP11
ITLN1
RAB39A
COL11A2
VCAM1
PLAUR
FBLN5
TNFRSF9
PCDHB13
LGALS4
KIAA1549
MNDA
ID3
KIT
EMP1
EDNRB
NUP62CL
MS4A4A
HLA-A
HPX
SH3D21
NCR3
CYP1A1
CFD
A2M
CTLA4
CD83
CCDC80
VSIG4
CD3G
PDGFRB
TMEM8B
TICRR
SDS
WFDC1
CORO1A
HSD17B6
HHIP
UTF1
LDB2
B3GNT7
SLC34A2
GAPDH
KIR3DL2
EEF1B2
FCGBP
MARK1
COMP
CNN1
CPS1
CCDC13
SLC17A1
PDPN
PI16
IL2RB
SHISA4
MAT1A
TAT
TSPAN8
SH3BGRL3
ZNF185
DHRS2
SSUH2
PMFBP1
IGFBP2
MDK
KIF18B
SLC9A3R2
WASF1
S100A10
FBLN2
FADS1
RBM20
PKDCC
PRSS23
DPEP1
MRO
CD40LG
TNFRSF13C
ZNF331
HMOX1
HMBS
AKR1C2
WNT4
IGF2
KRT8
PLAT
PLG
EOMES
PCK1
C1S
MMP9
CD3E
EGFL7
NME5
DPF1
S100A14
S1PR5
MAP1B
MT3
ZNF215
PTX3
IGF2BP1
SH2D1B
PTPRB
PLA2G5
DPCR1
SMOX
RGS16
AZGP1
AKR1D1
SELL
PROK2
LPL
CETP
RTKN2
MMRN1
HR
BANK1
PYHIN1
LYPD5
CD27
VPS72
GSTA2
PDCD1
TMEM27
GLYAT
RNF183
CDC25C
CCL23
FAM109B
SYNE4
RBPMS2
C1ORF162
KDR
PVALB
TDO2
NPTX2
RNF150
CREM
KIR3DX1
ETNPPL
CATSPERB
RPSA
ANXA4
CD247
LIF
CHST4
DIP2C
TREM2
MUC5B
TMEM176B
CYP2C8
NPAS3
LEFTY1
IL18RAP
GALNT5
ZNF831
PGF
LIFR
LGR6
APOB
AMH
SLC40A1
KNDC1
COX6B2
MSR1
LMNA
PRSS16
PLGLB2
LAMP5
ALOX15B
MATK
KLRG1
MYOZ3
BTNL9
ELF3
ANGPTL3
CPB2
DNAJB1
CH25H
C2ORF54
CAMK2N2
ALOX5AP
RGS2
TMEM176A
GLYATL1
KCNH3
LDHC
PPIL6
CPE
DOK6
CLDN11
C3ORF80
TNFRSF13B
TCF4
PTGS2
RND2
CALCRL
NOTCH3
PMEL
STEAP4
SOX4
HLA-E
FCRL6
BICC1
AMPH
IL10
LIPA
THBS4
OGN
ANGPT2
SCGN
IGSF6
CHI3L2
ZNF365
APLN
AEBP1
ARHGDIB
PLEKHA8
FGL2
OLR1
C5AR1
TLE6
MFGE8
PPP1R14D
GPRC5A
CTSL
GPT2
CXCR5
FOXP3
C11ORF70
OLFML3
STMND1
SLC5A6
NCAM2
POU2AF1
FTCD
LTA
TNFAIP6
LGMN
DUSP4
STAB1
FASLG
HAAO
IL2RA
RNF222
HIST1H2AK
C10ORF10
PIGR
NCR1
CACNB2
LHX9
VIPR2
TENM1
CHAC1
TNFSF14
ATP6V1C2
TRAT1
CFH
FAM129C
TTN
CD34
GGT5
AQP9
IL1RN
APOA5
PRDM6
SAA4
EXOC3L4
C8A
C4BPA
CHAD
EGR1
COQ3
TNIP3
DKK2
GCNT4
F2
TBX19
CLIC3
PRR15L
ANKRD1
TRAK2
GPR171
CCDC74A
ACSM5
RPS26
CXORF65
GLB1L2
ZNF112
CFHR3
FAM178B
C5ORF46
FCGR2B
DKK1
COL6A2
LAG3
AGR3
ZNF239
SOX13
PTGDR
BLK
GREM2
C1R
UBE2C
GPR18
SLC12A2
SH2B2
TXK
UPK3B
SYTL3
CHRM3
VNN1
EPCAM
SCG2
DSG3
NEUROD2
SERPINE2
CYP4F3
PRSS53
WFDC2
GPC3
TMEM100
PAEP
SEPT4
LAMC2
THAP8
SCD
PCDH17
PON1
USP44
EYS
SPIRE2
ACTG1
FGF19
FBXO45
CAMK4
MAFB
TNFRSF12A
MAL
NOTCH4
TRIM9
NR4A2
SOX18
EGR4
NELL2
GEM
APOF
ISLR
UGT2B4
UBE2QL1
LINGO1
SCGB3A1
MVK
ESAM
TNFRSF17
ACOT12
SOX9
VPS37D
ALG1L
CENPF
CDC20B
FCRLA
SPOCK1
PNMA3
TBX2
FCRL3
MMP11
COL15A1
LMOD1
GPX2
RIPPLY3
CCDC183
C16ORF54
SOD2
SLC3A1
RFX8
TPPP3
ITK
SLC22A1
C8B
GSN
MYL6
LARP6
HRG
GMPR
CD9
PLAC8
TRIM36
SLC25A47
ANXA13
MAP3K7CL
BAAT
SGK1
ODF3L1
ARHGAP28
BEX1
SIX4
SLC1A7
SEMA3G
CLSTN2
HLA-DMB
DRAXIN
KCND1
SLC22A9
GPR161
CTTN
TOP2A
PTHLH
SGCD
PRSS35
KCNE4
PZP
NDRG4
NEU4
CD93
FGF23
HMCN1
CPVL
CALD1
LHX2
TRNP1
UBC
DPYS
RGS13
NINL
THEMIS
CX3CR1
ECM1
PASK
GORAB
MT1A
BAIAP2L2
ENTPD8
JAKMIP1
IL5RA
MT1F
PIWIL2
BAG3
PIM2
MIXL1
IER2
FFAR3
ITIH2
SAMD3
KISS1
ARHGEF38
TMEM200B
CELF4
CACNA2D2
TONSL
JSRP1
HMGCS2
TM4SF18
GPX3
UTS2
ADAMTS17
ITM2A
IFT46
GPR37
TNFAIP3
GYS2
KLF6
CYP27C1
GIMAP7
ASGR1
SPON2
KIAA0895
POU5F1
TSC22D1
REP15
TSPAN7
NCAM1
GATA3
BIRC3
PI3
S100A1
GNMT
ANGPT1
MBL2
IFITM2
ADRB1
CLEC2D
RORA
SIRPG
SMAD2
NPIPA3
SERPINA7
TRPM3
DCDC2
HGD
SULF1
HTR1D
KCNJ2
KCNQ5
RNF212
RUNX3
FGF7
MYBL1
TUB
SVEP1
GATM
C8G
ADH6
SNCG
FOXD1
OSM
CPA4
HECTD2
PODXL
CYP2D6
FAM107A
TTC39A
PHGR1
SPINK2
FUZ
ID4
PTPN1
MPEG1
ZC3H12B
UPB1
APBA2
ATP2A1
EYA2
LAPTM5
CCND1
TINAGL1
CYP26B1
MRC1
RNF125
ITIH3
C1ORF61
CYP4A11
CYB5A
DCSTAMP
TLN2
ADAMTS9
C11ORF65
DNAJA4
FBXO43
TIMD4
PDCD2L
SLC6A19
EPHX1
UROC1
KLK1
SKA1
SYT12
GTF2IRD1
SPOCK2
CHRNA1
ERMN
P2RY2
PKHD1
CRLF1
CXCR2
ATP13A4
CYP2J2
HPGDS
TXNIP
AKAP5
NOX4
SELP
SOD1
COL5A2
LAYN
CALB2
GSTP1
AGAP1
CXCR3
KRT23
IKZF3
EMILIN1
IL4I1
CRIP2
PHYHIP
PAX5
CD22
RCAN2
ADH1A
SLA2
B9D1
RBP1
E2F8
PLIN2
OVGP1
TSC22D3
FMO3
CNR2
CSRP2
PLCG2
DLG2
FBLN1
APOBEC3H
MTG2
PDK4
ALDH8A1
PRDM5
PFN1
ZG16B
E2F2
MUM1L1
NGFR
SLC14A1
FOSB
NSDHL
ANKRD23
CDH24
MST1
BRI3
KLF2
LBP
CST6
SLCO4C1
C1QTNF1
PIPOX
ADM
MTRNR2L1
CSDC2
IER3
PCSK9
TM4SF5
APLNR
PADI4
FANK1
C3ORF67
FOXJ1
CA9
EFNB2
PDZK1IP1
CA2
ACSM2A
HSD11B2
CLNK
SKA3
DDIT4
CCDC154
LOXL4
SERP2
RGS7BP
CTHRC1
IL13RA2
NLGN4Y
RGL4
MPP3
JAKMIP2
YBX1
MAPT
SYT8
HOXA2
RNASE6
ZFYVE26
SERPINA11
ECHS1
PHLDA2
HLA-B
LTK
ITM2C
CLEC4E
RDH16
MYCT1
SRSF12
BHLHE41
SLAMF6
ACSL1
ACE2
TMEM204
FOSL1
BCL11B
RSPO3
CUX2
STAT4
NPC2
TXN
PROZ
PBX4
FAM153A
CEP170
INSR
CPNE7
CCNJL
CAPN6
TPM1
ITM2B
MAST1
SFTA2
HGFAC
PDE6A
TBX21
WDR93
MCAM
GPR34
FGF22
SERPINE1
AXL
GRB7
CFP
EEF2
ANGPTL6
TNC
GNRH1
PTGER2
YPEL4
TMEM88
BCL2L10
NRTN
UAP1
RELN
GRIA3
PTPN22
AKR1C4
EPB41L1
MMRN2
DNAJC6
KLF5
KCNK17
RYR2
SULT2A1
LMOD3
PTP4A3
TMEM200A
CD96
LEF1
MLPH
CD6
RIPK4
ALDH1A1
ATP1B1
ADAMTS13
PPP1R1A
FAM46C
ABCC2
HPR
ADCK1
CCR4
ZNF541
COL6A1
PIK3R1
ARRDC5
LYPD3
ESR2
HIST2H4A
HIST1H2AB
IRF4
LCK
AASS
PLD4
PRTG
F8
PRDM1
CAPN8
EPB42
ACAP1
GPR182
SPI1
TGFB3
LY9
GPM6A
SLFN13
PAQR9
MAB21L2
ST8SIA1
EVL
ATP10B
AMHR2
ATF3
HYAL2
ARG1
ADPRHL1
FAM124A
A1BG
FAM92B
ATOX1
ST6GALNAC4
GPR68
FGD3
TSKU
AGAP2
SERPING1
SCN8A
PTK7
PSCA
SERPINF1
ASPG
B3GALT2
BCL2A1
CDKL5
SLC2A3
ZC3HAV1L
IQGAP3
TSPAN1
ELOVL6
AFM
COL8A1
TUBA1B
SPP2
SRPX
CPN2
BMP4
VSTM2L
RASGEF1B
SSPN
VMO1
LILRB5
PEBP1
TMEM97
NPDC1
MMP19
IFI44L
DSP
HPN
RRM2
PLEK
ITGAD
TNS4
COTL1
MYBL2
CCL26
DET1
CCNI2
PIEZO2
UBASH3A
THRSP
EPAS1
APOM
IGSF23
ITIH1
PTPN7
SPESP1
TUBB4A
NXPH4
C1ORF56
ANKRD9
P2RY10
ENO3
HAS1
SHISA3
LONRF2
CYP2C18
TFPI
NUDT11
SLFN12L
FXYD1
COL23A1
KDELC1
DNLZ
SLITRK5
MOGAT3
ZAP70
ADAM23
BCL2L15
PRR22
BATF
SIT1
C11ORF21
APCDD1
SOGA1
SLC38A4
APOBEC3G
HIST1H3C
SOCS1
BNIPL
NTRK3
PLA2G2D
CHRNA4
ASPM
NEXN
HNF1A
CNTNAP3
FMO2
KIF14
POU3F1
LRAT
S100A16
RPLP0
C17ORF107
MDGA1
GFI1
SLC22A10
GLUL
HTRA3
SEPT3
CD5
GPD1
C5AR2
FAM198A
CXORF57
CYP8B1
GADD45B
KIAA1586
HOXA1
SOCS3
SFRP1
SH2D2A
PDE5A
CKMT2
S1PR3
DPH1
TMEM71
PATL2
VWA1
WNT5A
SLIT2
LAMB1
CCDC141
WWOX
EDN1
CADM2
KCNA7
LRRC32
CDCA2
MEDAG
SERPINA5
MADCAM1
GPM6B
PLCH2
SPNS3
ACP5
CFHR5
F9
TSPO2
THBD
PHLDA1
F13B
FAM162B
ANKS1B
TNFAIP8L3
FOXS1
IRF8
CFTR
EVI5L
NRG2
UPK1B
PIWIL1
PPP4R4
EDARADD
CLCN2
KCNIP3
CARNS1
MMP2
NRIP2
NOTUM
JADE3
HECTD3
NANOS1
SMIM1
EHD3
CLEC7A
PNMT
RNF32
RHOH
CYP2B6
GCGR
RPL36A
SCML4
SRCIN1
COL4A5
SLC30A2
PRSS22
PHACTR1
ZNF165
NRG1
AHNAK2
KCNJ15
GHR
SLC51A
CCDC3
PRDM8
ZNF280B
SLC4A4
SLCO2A1
GABRP
LRRC2
F2RL3
RAP1GAP
PLEKHH2
HSPH1
GJA1
CKB
BEGAIN
EPHX2
AKAP6
PPFIA4
S1PR1
KLK10
FAM171A2
C1ORF228
ASAH2
FZD1
PLA2G12B
SLC6A4
C12ORF60
MCM2
TTC8
BHMT
CACNB1
ADAMDEC1
GREB1
HFE2
LIG4
ASGR2
IPCEF1
LAMB3
PTGER4
KCNC3
CDH5
GDF9
ASAH2B
CENPI
TBC1D10C
GALNT3
IRF1
MAML3
ADAMTSL5
MUC3A
IQCC
TRAF3IP3
PARP15
SEMA6A
NAP1L2
DIO1
CTRL
NFXL1
CYGB
CD28
FNDC1
PDE2A
C2ORF40
NR1I2
HSD11B1
ELL2
MKI67
B3GAT1
DMKN
SERPINA4
TNNI3
NLGN4X
KLF4
NLRP3
CYP1B1
HES2
GBP5
VSNL1
SLCO1B1
PAH
ZP3
PPP1R36
ALDH7A1
CD200R1
FXYD3
TMEM119
PLCXD3
NTRK2
COX7A1
IL1R2
PPP2R2B
ZFHX2
CD200
BAIAP3
CCHCR1
TESPA1
SLC17A4
WISP2
MPPED2
NPW
RASGRP1
PKD2L2
HNRNPH1
ZDHHC15
NPIPB11
IZUMO4
WDR62
AOX1
CYP4F12
PTRH1
RRAD
ZNF676
IQUB
CA3
CBLC
CSPG4
EDIL3
P4HA3
ANKRD55
APOLD1
CXCL5
LRRN3
MFSD2A
SLC37A4
BHMT2
RAB37
ARHGEF39
NEK2
HELB
UBD
LEAP2
SGK2
PFKFB1
SULT1C2
FLNC
TEX9
PEMT
ANXA2
BCO2
EPHX4
NKX3-1
ADCY4
TNFSF8
GAPT
MEOX2
SLC6A13
ASS1
ADSS
LGALS3
AADAC
TNFSF9
NPFFR1
ELOVL4
FAM160A1
ACAT1
TMEM2
ALDH1A3
ITIH5
CACFD1
FSTL1
SMPD3
LOX
ITGB2
UBB
TREH
LRRC7
TLE1
AR
NUDT17
PDLIM4
SGCA
RPL8
IL2RG
ST3GAL3
CLDN1
SLC17A3
SULT1A1
TC2N
NR4A3
RGS4
GLIS2
CD300E
PMEPA1
GRAP
ETS1
SLC25A18
NES
FXYD7
KLF15
SLC39A14
GPIHBP1
SPINT2
SLC51B
KIAA1456
FAM177B
DNAH11
PERP
ZDHHC11B
SLC27A5
TXNRD3
IL23A
MASP1
CYP2C9
BMX
TMEM246
WNT11
SERPINA6
MYL12A
TRIM29
F13A1
NTM
BTLA
ANKRD24
KCNK12
ADD2
ABCB6
UQCRB
CCDC102B
LAMC3
SNAI3
RNF122
DND1
NR2F2
HS3ST2
H1F0
PAPPA
YPEL5
RARRES1
WDR4
TINCR
WNT2
OLFML2A
C6ORF141
TTC23
CCDC88A
VIPR1
LHX6
ZSWIM5
FBXL19
ZNF691
TPRG1
FILIP1
NOSTRIN
ZNF334
SLC2A2
GMNN
ASL
KLC3
PMAIP1
HPGD
FCRL2
AKNA
ENHO
LRRC26
SERINC2
KLLN
STYK1
LGALS9B
SYNJ2
TBRG4
PODN
CD244
SLC10A5
BFSP1
SNX33
FAM110C
HGF
TCHH
PDLIM3
TOX
RPL4
MTTP
EDA2R
NET1
CD59
PRKCQ
PTTG1
LSAMP
ANKRD34A
KCNH2
HSPA8
NPIPA5
ELMO3
SERPINA10
TRAF3IP2
SLAMF9
NUSAP1
CXXC4
DOK4
FCRL5
GRAP2
SLC26A4
TK2
MAB21L3
NKD2
ITGA11
PLXDC1
XPNPEP2
MYLK
MAEL
GCNT3
C9ORF152
UGT2B10
MPZ
YBX2
EMID1
SDK2
ADRA2B
TMEM51
SYNPO2
RASAL3
RPS6KA6
MFSD2B
NGEF
CHAF1A
MTRNR2L12
PYGM
CD300LG
FGFRL1
GRHL1
FBXL13
RAB33A
TSKS
FCGRT
FCGR1A
BTG2
USP13
CYP3A5
DIRAS2
S100A2
JAM2
ASB2
GLB1
C12ORF75
NAT2
CALN1
FAM216A
CYP4F2
PROM1
SLC22A15
TPT1
SIGLEC12
SKAP1
ADAM19
FETUB
IFI6
ASPDH
TGM1
PRSS12
ZNF423
F11
ADAMTS2
SLC26A1
GPAM
PTGR1
SLCO1A2
BMPER
COL5A3
ANXA10
NTNG2
BAALC
PTPN3
ABHD1
SH2D6
SIDT1
HSPB6
CD209
TSPYL2
CHRNE
ARRDC4
RBP5
MYCBPAP
SAMSN1
NUPR1
EGR2
PLGLB1
NTF3
MFAP2
DLG5
GADD45G
DBNDD1
CD48
C15ORF41
HES6
F2R
CDH6
ZFR2
GALNT15
HAO2
TMTC1
TREM1
RUNX2
L1TD1
PPP2R5D
SWSAP1
MIPEP
TBCEL
NPHP1
SLA
REL
GIPR
FSCN1
TTPA
PDZK1
KCNJ14
FAM43A
KITLG
HIST1H2BJ
ITPRIPL1
PCDHB5
ANPEP
SPAG4
KPTN
DKK3
HEATR6
ACOT1
TCEAL2
MYL4
UNC79
NUDT8
AGBL2
IL34
CELSR3
CHUK
HECW2
ENPP7
TSPAN32
GSDMB
SNAI2
TNFRSF25
LILRA5
C1ORF186
SLC11A1
IL18R1
FOXM1
FBXO36
C1ORF198
ZNF711
MITF
RAB6B
NEO1
ZBP1
TNFSF15
HIST2H2AB
PLEKHD1
SHISA2
DENND2A
ABLIM2
COCH
SLC7A2
HEYL
COL5A1
TEK
WFDC3
RAI2
CPNE3
HLA-DQB2
GOT1
HIST1H1D
FMO5
SGCE
MMP23B
SDC3
MCTP2
ARMC9
PDZD4
TTLL10
PDE4D
RHOB
NGF
C8ORF44-SGK3
WNK2
CALM1
SHCBP1
PLTP
S100Z
C9ORF16
FPR1
AUTS2
ONECUT2
GLI1
P2RX5-TAX1BP3
ZNF883
FGR
KLB
PTH1R
YPEL1
SUPT3H
COBL
ST5
UQCRQ
NIF3L1
PARD6B
TMEM121
CLEC4D
GPR132
FGFR2
BASP1
PCSK1N
MORN3
RILPL1
ISM1
NEBL
TAGAP
GLDC
C10ORF95
SPTB
COBLL1
MYOM1
PALMD
LTBP2
TMEM74B
PTRH2
IL16
HSD17B2
PLIN1
CYP51A1
CSTB
SERPINH1
ROPN1L
STC2
ADAMTSL2
DSG2
MEI1
LAX1
PAQR5
ATP8A1
SERPIND1
ACSF2
MYO7A
P2RY6
SBK1
KIF12
SLAMF1
ARHGAP29
PABPC3
SPOCD1
CCR10
DAB1
PUSL1
ENPP2
CDHR5
IFIT2
LYSMD1
UNC5B
CTSA
TAMM41
C7ORF25
PPP1R15A
ZNF286B
PCDH9
NEFH
CRYBB1
SNX21
DNM3
TMEM133
C3ORF70
ATP2A3
RARRES3
FST
GPR150
AGXT2
RAB3B
TNNC2
SLC12A5
ARHGEF4
EXOSC7
BNIP3L
CLIC6
CLDN7
ZNF415
CIDEB
RPGRIP1
SYT5
TMEM178A
TMEM220
ITPKC
PLSCR2
ZNF726
SOX7
PRODH2
TRIM10
C2CD4B
CD79B
NOV
CAPG
SCRG1
ZG16
CYP1A2
IL6R
SMLR1
HIST1H4A
PGAM2
FYN
MOGAT2
STOML1
RIMKLA
ZNF101
PLXNA3
ALDH1L1
TGFBR3
SEMA3E
FILIP1L
KIF21B
FREM2
SCNN1B
MROH8
GRHL2
KCNA3
LBH
RASL11B
SLC6A20
GNG2
TTC6
RASL12
CCDC136
ACOXL
SLAMF8
CLEC11A
CSTA
SGIP1
MRPS16
SEMA6C
HSP90AB1
USP2
HEY2
IL27RA
GREB1L
ERP27
DBF4B
POR
S1PR4
PIK3IP1
IFIT1
NOXA1
SMOC2
APEX2
HIST1H2AE
ABCC3
HBEGF
DAO
PON3
IL12RB1
SLC2A4
USP54
BCL11A
PPP2R5B
IGLON5
MME
TBX15
FOXC2
DCAF12
DMWD
EXO1
MEGF6
TRIM46
AMDHD1
TUBA1A
SEC31B
FAM46B
CKAP2L
SCNN1A
DSTN
PSD3
ZNF572
ZEB2
ADRA2C
LRIG3
MMP16
HIST1H2BG
ZDHHC17
CTH
EXOC3
PSTPIP1
ACOT11
FAM69B
CD37
GPR108
CHRNA10
POLE2
MET
KHK
CDC73
CRIM1
HMGB2
SCRN1
CCDC171
MAP1A
UBE2T
LSP1
DUSP19
RASD1
QSOX1
HES4
ATF5
SASH3
MACROD2
CD163L1
FAM83D
CDH11
ZNF425
ALPK2
ITGAL
LINC00672
FBXL7
TBC1D4
CCDC9
C1ORF74
P2RY14
OXNAD1
PRDX1
TLL1
ADAMTS5
HK3
UROD
KCNJ8
TNFSF13B
P2RY13
DHX37
FIBIN
CSF1R
OCLN
CACNA1D
EIF2AK1
STYXL1
GNAO1
FANCL
UQCRH
BACE2
DDT
RAB12
TMEM132A
CYFIP2
XDH
CABYR
STK17B
LAMC1
SLC29A3
XKR9
TMC8
NCAPH2
H3F3C
CYP4F22
STMN1
ITGA2
MAP4K1
CYYR1
NR0B2
ISG20
HIST1H2BF
ACY3
IL17RD
JAM3
ITPKA
PFKFB4
FAM180A
ACAT2
RGPD5
CTSK
ACOX2
CCDC40
SIRT6
TMPRSS2
DTWD2
PKLR
MPZL3
SLC27A4
ADCY1
DEPDC4
FAM227A
DHDH
FNDC5
F12
RNF152
THSD4
PSD
ENTPD2
LCN12
MANEAL
SLC47A1
PSPH
SOCS7
OAZ1
PREX2
ARG2
TFR2
ERMAP
ZKSCAN2
LECT2
NTHL1
AP3S2
SLC1A1
FGFR3
WSCD1
ERN2
CD101
PROX1
ZC3H12D
ROBO4
COL27A1
GSTM5
KLHL4
MPP7
MEIS2
ZCCHC8
B4GALNT1
DISP2
PITX1
FCGR2A
BACH2
FOXP2
UCP2
SLC2A12
SHC2
CXORF21
PCLO
HAS3
FAM209A
TSPAN18
HSPE1
PKHD1L1
GPR65
ZHX1-C8ORF76
ABCG8
GCSAM
PALM3
RNF144B
JAK3
PIP5KL1
NPTXR
RAMP1
PIK3CD
BRCC3
TSLP
ARHGEF16
PXDN
INF2
SNX3
LAMA3
ZCWPW2
KIFC2
SLC45A1
MLXIPL
CRX
C8ORF88
STK39
SRD5A1
VASH2
DENND1C
UST
TMEM233
HAND2
TRPV6
KLHL23
LCTL
GNA14
SBSPON
MAMDC4
FUT2
MOXD1
MAF
SLC22A4
CCND2
GPC2
SYT13
ERRFI1
TNFSF11
AGTR1
MAP3K8
GLI3
GPC1
CLEC12A
MCF2L2
LAMP3
ERG
VEGFC
TRIM55
MID2
EGLN3
AVPR1A
FFAR2
ROMO1
ALDH6A1
PTPN23
VDR
F7
USP43
CD1B
MSLN
NFKBID
GBGT1
KIF11
TPI1
BCAS1
NLRC5
ANKRD45
FLT4
CYP26A1
CCNB1
CLIP3
KCNAB3
GCKR
TMEM184A
LYAR
RANBP17
CCDC150
CD38
TMEM45B
CCDC71
USP20
MEF2C
HIST1H2AI
DEPDC7
PCDH12
HLA-G
GRHPR
GRIP1
TYMP
LIPC
CLCN6
RAI14
BBOX1
TMEM139
SLC35G2
FAM177A1
NPR1
TUSC3
ANK1
CDK1
HIST1H2AG
CREB3L3
XCR1
IRX3
OSBPL7
LYG1
DHRS9
ANO7
PCDH11Y
AMIGO1
ABCG2
ANKRD44
STK31
SLC6A1
ANO9
YBX3
FUT3
CDKN2A
DYRK3
C4BPB
ARAP2
HIC1
ADAMTSL3
GPRC5B
TSPAN11
NBEAL1
CD248
PDCD1LG2
ZNF571
GCK
CSRNP3
CDC42EP5
BATF3
EGR3
CBLB
RTP3
TRAF1
FCAR
TIE1
NLRP12
CCRL2
CDH13
CHN1
ADM2
SHD
GAS2
ZNF549
ENC1
LDLRAD2
CEP85
KIF15
SSC5D
RBM24
POF1B
RNF165
SLC16A6
ZNF843
UGT2B11
NBPF9
ARHGEF15
